X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	y
2.04	3.46	6.89	0.246	4.51	-1.29	8.26	4.98	6.7	1.14	6.25	8.5	3.04	6.33	7.7	7.06	2.72	2.82	3.03	6.54	5.99	8.11	5.91	7.06	4.93	1
3.55	2.48	4.86	0.151	6.19	0.722	7.5	4.45	5.75	3.02	6.18	9.48	2.02	4.19	7.99	6.43	1.39	4.51	3.83	4.75	3.34	6.35	6.71	6.19	3.93	1
3.24	3.54	5.75	-0.753	3.21	-1.18	7.64	6.32	5.15	-0.204	7.29	7.93	2.26	5.25	7.96	5.58	2.77	2.98	4.42	5.62	4.65	5.19	5.26	8	5.27	1
4.12	3.09	4.66	-0.268	4.91	2.37	7.67	5.22	4.84	2.66	7.82	8.45	3.23	3.41	6.82	7.91	2.08	1.02	5.32	5.46	5.93	7.5	4.21	5.61	3.51	1
2.61	1.71	5.65	1.62	5.71	-0.274	7.13	3.08	6.85	0.398	7.06	8.97	3.64	5.38	9.47	6.43	2.66	1.91	2.17	7.25	5.4	7.35	4.7	7.59	4.04	0
2.38	4.44	4.98	0.767	5.56	-0.835	7.91	4.3	5.26	0.339	6.85	10.3	2.07	4.55	8.75	6.9	2.9	2.43	3.59	7.49	5.53	7.16	6.53	8.9	4	1
1.28	2.66	5.91	-0.701	4.12	1.24	5.77	3.71	5.02	2.26	6.37	9.74	2.77	4.5	7.42	6.54	3.02	3.55	3.64	8.02	5.01	7.68	5.9	7.51	2.88	1
4.06	2.39	5.06	-0.667	6.65	-0.424	7.26	4.78	4.3	1.26	4.48	9.27	2.2	2.01	10.8	8.22	2.45	3.38	3.58	7.26	6.12	6.67	3.86	7.06	5.74	1
4.06	2.21	4.75	-0.204	3.68	2.14	7.01	2.5	6.12	0.348	5.94	9.25	3.63	2.28	8.15	5.97	4.41	2.73	3.77	7.1	6.29	6.85	5.36	5.73	2.73	0
5.17	2.58	6.68	0.968	3.63	-0.513	7.43	2.88	7.18	1.57	7.31	9.34	2.15	3.71	7.75	6.37	2.63	4.06	3.46	5.96	7.25	7.35	5.61	6.96	3.77	0
2.55	2.81	6.61	0.00302	5.18	0.185	8.69	3.32	7.2	1.66	5.31	8.66	3.14	4.06	8.32	7.78	2.14	4.12	3.99	7.52	4.61	7.22	5.54	7.15	3.1	0
3.51	3.66	6.79	-2.35	3.41	0.794	7.72	3.41	3.39	1.5	6.91	9.39	1.91	5.37	6.11	7.23	1.32	3.5	5.11	8.02	6.53	6.72	5.29	6.45	4.14	1
3.23	2.43	6.36	0.896	3.89	0.248	7.67	3.85	5.64	1.92	5.14	9.78	2.43	3.19	8.36	6.41	1.87	3.83	3.75	6.21	5.4	7.94	5.04	8.53	1.5	0
3.92	2.23	6.07	-0.00206	4.94	-1.42	8.72	4.82	6.93	0.209	4.58	8.26	2.75	2.91	6.37	6.23	0.71	2.51	3.34	7.27	7.72	6.93	5.08	7.48	4.7	1
2.59	2.24	5.22	-0.887	4.88	-0.321	7.65	2.83	5.69	2.32	6.27	8.12	2.45	2.96	9.19	7.24	1.7	2.1	3.64	5.92	4.98	7.57	4.81	8	4.54	0
3.62	2.89	4.99	1.97	4.35	0.918	9.37	5	7.69	1.59	7.24	8.62	1.55	3.45	9.31	5.25	3.54	4.09	2.02	7.3	5.57	6.75	5.38	8.18	5.03	1
4.54	4.13	6.24	0.996	4.74	1.31	8.82	4.13	5.05	2.81	5.64	8.81	2.43	1.58	8.12	8.29	1.7	4.19	4.93	5.99	6.72	6.59	5.17	5.84	5.37	1
2.27	0.963	6.14	1.8	3.93	1.03	8.33	2.61	3.92	2.31	5.46	7.91	2.61	3.62	7.39	6.68	3.58	4.15	2.22	7.66	5.56	9.46	5.14	8.65	4.76	0
2.72	1.87	4.8	-0.159	4.32	-1.15	7.98	2.48	6.83	0.26	5.73	8.33	3.44	1.95	9.61	5.5	2.71	4.37	2.93	7.42	5.19	5.99	6.91	6.95	3.79	0
1.24	3.12	6.35	-0.0562	4.35	1.02	8.74	3.42	5.46	2.21	6.06	9.54	0.84	3.29	8.99	6.33	0.0411	2.36	2.39	5.25	4.84	8.18	6.91	7.99	5.12	1
3.42	2.57	5.52	2.2	5.02	-0.0883	9.82	4.99	6.15	2.29	7.43	7.52	2.01	3.79	5.04	7.09	3.43	4.22	3.67	7.2	5.5	6.81	6.37	6.16	5.68	1
2.36	2.16	6.08	1.1	5.17	1	7.7	3.4	5.78	0.206	6.25	7.46	3.65	4.65	7.43	7.14	3.78	3.39	4.5	6.15	4.04	7.13	5.69	9.78	1.84	0
1.58	3.63	6.31	0.676	4.16	-0.802	9.9	4.89	5.16	2.03	6.72	9.22	3.3	5.62	7.57	7.34	2.12	5.48	4.57	7.1	5.56	5.19	5.98	9.54	2.99	1
2.67	2.69	5.37	-0.0228	4.39	0.0787	10.7	2.35	3.27	2.38	5.84	8.09	3.52	4.64	8.41	9.16	4.18	3.55	2.81	8.6	4.83	6.91	4.67	7.09	4.07	0
2.08	2.51	5.34	0.728	3.92	-0.332	9.7	4.86	4.88	0.231	6.68	8.45	3.17	5.44	7.5	6.95	0.833	4.37	2.35	6.79	6.1	6.75	5.68	8.75	3.74	1
1.13	3.13	3.72	1.14	3.97	-0.671	7.36	3.17	6.49	0.82	6.65	6.51	2.93	3.44	7.91	5.87	2.32	3.2	4.54	7.09	5.75	5.48	4.91	8.35	1.42	0
2.39	2.62	5.02	-0.13	4.39	1.33	7.47	3.98	5.88	1.41	4.98	8.54	3.99	5.67	9.38	6.75	3.59	3.56	5.35	7.16	5.34	8.13	3.66	7.91	5.25	1
1.25	2.71	5.09	2.57	5.24	-0.296	8.82	3.19	6.01	2.8	4.89	8.34	3.06	3.89	5.79	8.38	1.21	3.19	3.23	7.18	5.33	8.37	7.15	6.95	5.7	0
0.511	4.15	6.78	0.403	4.33	-0.394	6.55	3.65	5.31	2.53	8.38	7.86	2.54	4.61	7.25	7.36	3.91	2.04	3.49	5.51	4.38	7.38	4.37	7.55	3.73	1
3.92	2.81	4.97	0.503	6.37	-0.934	9.06	3.64	5.35	2.18	6.66	8.13	2.3	5.05	9.18	7.18	2.49	5.18	3.25	5.6	5.26	8.37	5.54	6.43	6.21	1
1.01	4.12	8.42	1.24	4.82	0.86	6.45	4.23	5.62	1.15	7.32	8.92	5.34	3.85	8.16	6.04	1.63	3.41	4.97	6.81	5.96	6.87	5.22	8.37	3.21	1
1.48	2.69	5.3	0.0615	4.16	0.0595	6.85	5.23	6.04	2.78	7.61	7.76	3.35	2.86	7.33	7.01	0.922	4.8	4.37	6.15	3.45	6.2	6.11	7.83	3.69	1
3.09	1.79	4.35	2.62	4.82	-1.09	7.26	5.14	6.34	0.804	6.1	9.53	2.96	3.61	6.88	6.6	2.27	4.66	3.88	7.46	5.83	8.32	5.83	7.69	6.04	1
2.03	1.3	5.77	1.71	5.65	1.82	8.65	3.5	4.77	2.27	4.32	9.43	4.18	3.98	9.1	7.29	3	3.91	3.66	8.15	5.57	6.57	4.98	8.72	3.07	0
1.24	3.52	7.43	1.09	4.72	1.25	6.16	4.5	4.87	1.73	6.82	9.88	2.26	3.1	7.9	6.05	2.91	1.02	3.24	6.01	6.12	7.8	5.91	6.53	4.75	1
3.72	2.16	7.19	-0.68	3.98	0.372	9.13	3.99	5.43	1.42	6.17	7.73	4.69	5.75	10.4	8.54	3.81	2.72	5.49	4.8	3.96	6.4	6.21	7.22	3.1	0
1.71	3.62	5.9	1.2	4.61	-1.27	8.03	2.81	8.14	2.11	5.61	8.23	2.17	4.94	8.32	6.8	2.44	4.33	2.81	7.12	3.5	6.67	4.1	6.54	3.22	1
4.02	1.91	5.96	0.336	4.75	-0.155	8.12	3.18	5.5	2.38	6.97	10.2	3.23	5.46	7.4	7.82	2.51	4.92	2.42	7.78	5.64	5.39	4.87	7.66	4.57	0
3.56	1.85	6.4	1.06	5.35	0.575	8.83	2.94	3.2	-0.302	6.05	8.24	1.01	5.68	9.26	6	2.49	3.46	3.63	7.52	6.43	7.91	3.81	8.41	4.68	0
2.4	2.7	4.35	-0.718	4.82	-0.457	7.82	3.08	6.69	2.33	5.54	9.06	2.59	4.47	6.44	6.92	1.26	3.87	2.81	7.66	7.15	6.59	4.93	6.45	6.29	0
2.4	2.78	5.89	-0.645	5.47	1.01	8.14	4.1	5.95	2.24	5.98	8.4	2.15	2.63	7.56	6.55	1.83	1.82	2.7	4.8	6.51	6.91	5.3	5.01	3.89	1
3.25	2.76	6.33	0.714	4.53	-0.0668	8.54	2.16	6	2.81	6.11	9.3	2.94	3.74	7.69	5.83	2.29	3.19	2.65	6.58	5.23	6.45	5.27	6.66	3.89	0
2.57	1.72	3.76	-0.329	4.23	1.5	8.51	4.16	5.27	1.72	7.53	8.29	3.64	3.72	7.36	6.93	1.24	3.73	1.57	7.75	5.01	6.84	3.94	7.78	4.53	1
3.48	3.2	5.59	-0.0167	6.64	-2.31	8.5	3.56	6.59	2.33	6.65	8.18	3.61	2.97	6.84	6.45	-0.425	3.38	2.73	7.27	4.75	7.89	7.16	5.83	4.67	1
4.21	3.24	6.33	1.67	3.11	0.155	6.48	1.66	3.84	0.782	5.78	7.76	4.13	4.22	5.01	6.87	2.09	1.69	3.31	7.25	6.01	7.86	5.95	8.75	3.64	0
2.59	-1.06	4.81	1.69	4.8	-0.23	7.6	6.35	5.06	0.515	5.83	9.5	3.18	4.58	5.61	8.69	-0.0499	1.43	3.63	8.42	6.2	8.31	5.7	9.29	4.2	1
3.41	3.14	5.02	-0.286	5.19	-0.201	9.08	4.41	5.98	1.13	5.45	8.99	4.26	4.06	7.17	4.99	0.0751	3.07	2.45	6.77	5.76	7.84	6.75	5.13	4.2	1
2.94	2.07	4.86	-0.367	5.6	-0.373	7.57	4.29	5.31	0.923	5.65	10.8	3.9	3.9	8.77	6.96	2.97	4.26	4.15	7.68	5.22	8.04	4.96	7.73	5.6	0
1.93	2.9	4.79	-1.61	4.57	-0.122	9.86	2.62	4.4	2.34	6.17	8.89	3.91	4.43	8.74	6.18	2	4.47	3.46	6.27	6.34	8.34	5.31	7.6	4.05	0
3.85	2.95	6.1	-0.0307	3.73	-0.27	7.57	4.21	4.23	1.83	6.87	7.92	3.32	4.42	7.3	5.68	2.75	3	3.26	7.51	5.23	7.65	6.02	9.19	2.17	1
5.82	0.347	5.01	0.266	3.8	-0.116	7.92	2.91	4.37	2.3	7.01	7.7	4.41	5.16	6.17	6.05	2.33	1.76	3.34	7.48	5.54	6.59	4.36	8.32	3.24	0
1.49	1.25	5.14	-0.419	2.91	1.71	8.24	1.8	4.67	1.58	5.03	9.77	2.78	4.13	7.8	5.68	0.975	2.7	2.7	6.71	4.07	8.06	6.03	8.28	5.13	0
2.19	3.18	4.49	0.463	4.19	0.203	8.79	1.85	5.35	2.6	7.31	8.95	1.81	3.77	7.29	7.31	3.74	3.39	1.43	7.72	5.57	7.07	4.6	7.59	5.95	0
3.03	1.56	6.49	1.9	4.2	1.28	7.38	3.44	6.43	2.28	6.61	8.22	2.6	4.07	8.82	5.62	0.961	4.02	3.15	7.21	5.62	8.07	3.13	6.9	5.63	0
3.96	3.85	6.03	-0.495	4.29	-0.85	7.46	1.44	3.35	0.198	5.65	10.4	2.86	3.7	6.93	5.94	2.53	4.26	3.02	7.07	7.34	6.83	6.46	8.64	3.1	0
3.24	2.78	6.53	1.19	4	2.93	6.3	3.58	6.13	0.61	6.49	7.21	4.52	4.11	8.04	5.57	2.63	3.96	4.02	6.43	5.75	5.72	5.64	9.44	5.11	1
2.72	2.5	5.8	-0.471	4.36	0.256	7.45	3.9	5.68	1.58	6.19	10.4	1.39	4.56	7.66	5.7	3.03	3.14	4.47	8.71	4.96	7.89	6.45	6.29	5.63	1
3.91	2.42	5.43	-1.19	5.88	0.192	8	2.34	5.23	2.17	5.95	7.81	4.02	0.789	5.93	7.33	4.49	4.52	5.23	6.18	3.28	7.3	5.24	7.04	5.17	0
2.47	2.22	4.61	0.302	4.33	-0.298	7.14	3.54	3.66	0.0174	4.79	10.2	1.91	2.7	7.24	6.86	3.29	3.3	2.83	7.46	5.34	6.89	4.54	8.52	4.16	0
3.34	2.13	4.86	0.702	4.03	0.268	9.55	3.7	5.61	1.66	4.58	9.38	1.53	3.4	8.03	9.16	1.04	2.92	2.98	7.21	5.22	6.19	6.74	7.62	5.1	0
3.04	0.703	5	0.737	6.85	1.13	8.27	4.2	5.75	2.11	5.25	8.32	3.34	2.5	7.03	7.32	1.49	2.55	2.79	6.55	4.87	6.61	6.07	6.7	2.85	0
3.06	3.78	4.58	-0.333	5.25	-0.262	8.57	4.44	4.81	1.37	6.52	10.5	2.02	4.93	8.03	6.9	2.69	3.5	2.35	7.96	5.15	6.24	7.47	5.98	3.53	1
2.04	2.5	6.7	0.238	5.2	-1.58	9.48	2.38	5.65	2.66	6.04	10.6	2.04	3.33	5.55	5.05	1.1	5.67	2.81	6.11	6.78	5.61	4.68	8.28	3.16	0
4.48	3.64	4.25	1.74	5.19	-1.74	9.07	3.03	5.41	0.169	5.68	9.91	1.42	4.32	8.6	6.71	0.807	4.76	4.78	5.1	5.82	6.25	5.98	7.16	3.67	1
4.15	2.24	5.49	0.601	3.42	1.21	7.51	3.67	5.19	-0.219	6.65	9.26	0.395	3.39	6.74	6.55	1.18	1.86	3.58	5.45	5.9	8.05	4.94	7.49	3.26	0
3.75	2.66	5.56	2.31	1.89	-0.469	7.56	4.29	6.81	2.57	6.03	4.22	2.87	2.96	6.27	7.21	1.95	2.58	3.37	5.45	5.76	7.23	4.84	7.27	4.36	1
3.76	2.13	6.04	2.02	3.92	1.56	7.42	3.66	5.02	1.03	5.14	8.57	3.38	4.98	8.01	6.72	2.53	2.7	3.31	8.36	4.4	7.75	4.64	7.19	2.86	0
1.84	2.76	5.88	0.118	4.07	0.0139	8.37	4.6	4.94	3.61	6.28	8.64	1.53	3.15	7.41	7.08	1.9	2.91	4.56	7.5	6.4	7.12	5.58	6.88	4.5	1
2.88	0.967	5.79	0.7	3.97	0.534	8.6	2.2	6.43	2.96	5.12	9.3	2.85	3.46	6.38	7.98	3.18	2.02	3.14	6.53	6.17	6.12	6.97	5.8	2.39	0
2.11	2.71	6.17	0.607	4.43	0.45	9.79	2.63	4.04	1.82	6.76	8.57	4.11	4.94	8.13	5.45	2.24	4.68	5.4	7.05	5.6	8.33	4.77	7.56	4.43	0
1.67	2.68	5.89	1.37	5.58	-1.63	8.02	4.65	4.94	1.71	6.67	8.84	4.8	3.81	7.42	5.11	2.25	2.56	4.39	6.64	5.42	8.35	5.93	6.99	4.42	1
2.51	3	5.01	-0.262	5.09	-0.385	6.89	6.36	5.79	1.36	6.46	9.85	2.4	3.57	6.51	4.83	2.24	2.79	4.37	7.56	5.12	7.61	4.02	9.26	4.48	1
3.34	3.85	4.3	1.46	4.24	1.33	7.35	4.23	4.67	1.1	5.99	7.75	2.86	4.75	9.49	6.68	1.8	4.49	2.6	6.05	5.71	9.33	5.9	7.09	5.75	1
4.08	0.225	6.13	0.481	2.99	0.561	8.6	3.56	4.34	1.45	5.36	8.2	3.38	4.76	8.45	5.78	3.95	5.14	3.86	4.99	4.61	6.22	5.06	8.63	2.86	0
3.12	2.97	6.04	0.311	5.29	0.34	7.75	4.88	4.84	2.47	7.95	8.85	2.2	3.7	7.24	7.03	2.12	2.64	3.52	6.67	5.73	7.26	5.79	8.9	3.01	1
4.78	2.21	3.76	-0.036	5.28	-0.511	9.31	4.02	5.42	0.809	6.45	8.12	2.51	4.38	6.62	4.32	1.55	6.69	3.47	7.48	5.68	8.17	4.83	5.84	4.77	0
3.52	1.61	6.55	1.21	3.13	-1.73	9.66	3.49	6.17	3.37	5.06	10.9	4.28	2.86	5.85	6.04	1.68	4.28	2.76	9	7.07	6.67	6.05	8.19	4.4	0
2.72	2.76	4.84	0.558	5.05	-0.772	8.19	5.03	4.56	2.07	6.02	8.32	4.25	3.3	8.34	6.62	2.89	4.51	3.62	6.43	3.97	6.43	5.35	6.26	5.08	1
2.75	1.78	6.75	-0.0301	4.52	-1.58	7.41	4.19	5.05	1.8	7.06	8.41	2.98	6.27	8.75	6.69	4.59	3.63	1.77	8.17	4.82	7.39	4.69	5.79	3.98	1
3.2	2.52	6.43	0.899	3.68	0.992	7.82	4.06	4.07	1.34	4.51	10.4	3.15	4.29	8.85	6.45	2.62	2.52	3.32	6.28	4.47	8.09	5.34	6.99	4.57	1
4.51	2.61	4.91	0.979	3.37	1.49	7.6	4.25	4.84	1.25	6.9	8.05	2.48	4.83	6.63	6.69	0.81	2.85	4.85	6.94	5.64	7.84	4.93	7.8	2.74	1
3.64	1.75	3.76	0.687	5.04	-0.437	8.63	2.35	5.15	2.69	7.05	9.9	4.28	4.02	7.78	5.23	3.41	3.99	3.5	7.59	6.04	7.96	6.35	8.56	4.89	0
2.64	2.92	6.28	1.74	3.66	-0.855	6.94	4.33	7.67	1.62	7.13	7.76	1.49	4.56	9.7	6.26	2.49	3.61	4.63	5.72	5.27	7.18	6.66	6.63	4.6	1
4.17	4.62	5.9	1.3	4.14	-0.958	8.04	4.18	6.46	2.51	5.26	9.52	2.43	3.61	7.48	4.77	1.92	3.96	3.69	6.57	3.3	8.34	4.32	6.36	2.84	1
3.31	1.3	4.98	1.38	4.14	-0.662	8.31	4.04	5.59	2.86	5.47	10.7	6.03	5.17	8.76	7.49	0.575	4.28	3.75	6.33	5.78	4.95	6.75	7.96	3.66	0
3.19	2.76	4.73	0.42	5.26	-0.338	8.95	3.59	4.67	4.78	6.86	9.73	1.22	3.8	7.44	6.69	1.68	4.47	3.53	7.92	6.27	6.85	4.06	8.19	3.32	0
2.87	1.61	6.01	-0.507	6.11	1.58	8.4	4.99	5.04	1.19	6.15	9.34	3.75	2.36	6.79	5.45	2.48	3.66	2.66	6.78	6.16	7.3	4.05	5.76	3.02	1
2.44	1.79	5.89	-0.696	6.42	-0.447	7.39	2.36	4.92	2.72	7.09	8.06	1.85	3.46	7.4	6.05	0.237	4.87	4.04	7.43	6.04	6.53	6.22	7.24	5.35	0
2.9	1.91	5.02	-1.48	4.71	-0.267	8.67	4.98	5.36	-0.138	6.23	9.96	4.45	4.45	6.54	6.52	2.66	2.41	4.44	6.28	5.45	7.34	4.32	9.61	4.17	1
2.83	3.46	5.65	1.04	4.16	0.831	8.84	4.15	5.75	0.878	7.33	9.5	2.04	4.85	6.79	5.59	3	3.32	2.75	8.01	5.74	7.72	6.36	7.17	4.52	1
4.38	2.22	4.98	-1.85	5.6	-0.128	7.08	3.11	6.93	1.87	4.62	8.15	2.74	2.94	7.28	6.22	2.75	3.15	2.85	7.47	2.96	7.24	5.7	7.33	5.7	0
2.62	2.77	6.13	1.25	4.67	-0.044	8.44	4.22	5.93	0.969	7.25	9.52	2.08	6.6	7.33	8.09	5.31	4.45	3.53	6.05	3.51	7.02	6.85	8.22	3.94	1
4.62	4.21	3.83	-0.208	4.86	-0.0184	7.65	2.09	5.55	0.433	5.97	9.27	2.05	3.41	8.52	5.98	-0.818	3.03	3.29	9.83	4.88	6.38	4.8	7.44	4.09	0
2.74	5.1	5.63	0.335	4.7	0.379	8.7	2.76	6.21	1.94	4.9	7.77	2.57	4.31	8.2	7.08	1.43	4.51	3.34	8.96	7.68	6.25	6.21	5.29	4.96	1
2.42	2.96	6.28	1.12	4.9	-0.668	10.2	4.07	5.31	2.87	6.24	10.5	4.02	2.09	7.93	4.36	2.14	4.67	3.92	7.64	6.51	7.8	3.88	7.73	5.11	1
3.14	2.88	4.79	1.01	6.73	0.753	9.13	3.37	5.6	3.57	6.95	8.1	4.67	2.41	7.88	7.27	0.863	3.46	4.07	8.76	5.76	6.57	5.58	8.14	5.45	0
2.88	3.55	7.66	0.102	4.11	-0.262	7.27	4.75	4.51	1.02	5.89	10.2	3.15	3.85	9.23	6.35	2.53	2.65	2.69	7.2	4.94	5.67	3.28	7.61	4.54	1
4.97	3.08	8.04	-0.375	5.03	1.76	8.6	4.03	6.27	1.54	6.41	9.18	2	3.13	8.88	7.03	2.65	2.71	3.55	6.93	4.32	8.45	4.9	7.87	6.66	1
3.64	2.2	5.78	-1.33	4.96	1.44	6.97	2.59	5.88	0.105	4.53	10.1	2.95	4.56	8.46	9.77	1.65	3.19	4.26	6.6	5.34	8.2	6.46	7.81	1.71	0
3.19	3.93	6.42	-0.827	4.11	0.294	7.63	2.4	3.96	2.34	4.75	7.48	3.45	5.22	7.9	6.52	0.891	2.02	4.28	7.9	3.98	7.21	4.91	8.14	3.12	0
2.6	2.02	4.29	2.19	3.65	-1.21	7.89	3.52	5.91	0.991	7.56	8.64	2.99	3.69	7.35	6.25	2.82	4.31	3.82	6.38	6.22	4.78	5.73	7.79	3.86	0
4.93	2.39	3.32	-0.225	5.16	-1.46	7.12	2.35	5.06	0.239	6.18	8.83	2.13	3.65	6.55	6.54	2.9	4.43	4.18	6.32	5.21	8.14	5.14	7.29	2.75	0
3.85	1.86	4.17	0.262	4.19	2.08	9.07	2.26	6.39	2.15	6.89	8.92	1.12	4.79	8.56	7.7	-0.442	3.23	4.01	7.67	2.75	7.46	4.08	8.9	2.4	0
2.04	2.75	3.46	0.498	6.55	-0.28	5.69	2.29	4.27	1.53	6.73	8.39	3.32	4.23	6.78	7.02	0.869	5.12	3.8	5.92	5.27	8.81	4.79	7.65	4.62	0
3.34	0.755	4.44	-1.02	6.29	2.79	7.86	2.29	7.12	1.36	6.04	7.41	3.42	5.71	7.95	7.71	1.51	4.33	5.19	7.77	5.89	6.83	4.82	7.91	3.98	0
1.6	3.91	7.36	0.312	4.02	0.266	7.19	3.14	5.07	1.71	7	7	0.654	3.84	7.74	5.19	2.51	4.05	2.22	7.25	4.93	9.1	6.5	8.05	2.8	1
1.48	3.41	6.59	1.44	3.9	1.23	9.1	3.15	5.42	-0.0248	5.93	9	4.13	4.82	9.39	5.7	1.61	2.91	3.61	7.29	5.84	6.5	5.49	7.88	2.79	1
1.72	3.03	5.21	1.63	4.82	-0.4	7.95	3.11	4.82	2.28	6.22	9.77	3.36	4.06	5.52	7.96	1.89	1.67	4.48	5.45	4.69	9.27	4.63	9.11	2.79	0
3.15	2.59	5.43	0.297	2.95	-0.694	8.82	4.75	4.97	2	5.16	8.99	4.16	3.21	8.07	8.45	1.95	3.71	4.25	7.34	5.32	7.49	5.68	8.94	3.26	1
2.03	1.14	4.61	0.0226	5.52	0.0618	6.02	3.34	4.52	1.24	5.67	9.55	2.44	5.31	7.64	6.02	2.45	1.87	3.85	6.26	4.09	6.82	4.03	8.36	6.83	0
3.8	1.67	6.76	1.04	4.35	-0.177	6.49	5.47	5.8	1.64	6.32	9.24	2.95	5.16	8.56	7.32	2.17	3.91	5.5	8.81	4.92	6.95	5.16	8.43	4.71	1
2.08	2.1	5.6	2.6	4.62	-1.1	8.95	3.59	4.02	0.759	4.1	7.84	2.68	3.1	8.02	5.23	2.6	3.44	3.35	6.64	5.72	5.67	6.92	8.22	5.35	0
3.77	2.35	5.41	0.177	2.84	-1.09	6.63	4.11	6.38	2.47	6.89	8.31	2.64	3.26	9.11	6.8	1.98	3.45	1.53	8.36	8	7.39	5.7	6.59	3.44	1
2.19	0.229	6.47	-0.718	4.27	1.14	6.43	4.83	5.68	2.21	6.01	8.75	2.45	2.91	6.22	7.01	-0.161	4.46	2.98	7.8	4.4	7.92	6.34	7.99	4.86	0
2.45	1.1	4.28	0.574	6.5	-0.329	7.87	2.75	6.92	2.62	8.25	9.49	2.91	3.37	8.92	7.96	2.74	3.51	5.3	6.48	4.55	7.25	7.03	8.33	4.66	0
2.51	1.46	6.48	1.24	3.04	-1.89	7.61	4.57	5.93	3.05	6.55	9.91	2.94	5.54	8.69	7.45	2.09	4.08	2.73	7.17	4.56	8.77	6.37	7.31	3.74	1
2.83	0.849	6.18	0.922	5.96	-0.684	8.57	4.42	5.97	1.66	6.11	8.55	3.09	5.36	6.83	6.98	2.43	3.78	2.59	7.51	5.13	8.49	5.65	7.2	3.53	0
3.4	4.73	7.01	2.04	5.02	0.439	8.27	4.76	6.78	0.0668	6.82	6.71	1.34	3.21	8.92	6.19	3.61	2.9	2.09	5.97	4.78	6.43	4.82	7.73	4.35	1
3.28	2.61	5.23	1.96	4.45	1.09	7.8	3.08	4.06	0.591	5.97	9.5	1.83	5.54	7.83	6.88	2.06	3.22	3.05	5.44	4.74	6.76	6.61	6.96	2.95	0
3.81	-0.177	5.09	-0.66	5.79	-1.19	8.13	1.73	5.95	2.02	5.83	7.64	1.51	1.33	7.56	6.55	1.83	4.37	3.42	5.67	5.72	7.8	7.05	6.53	3	0
1.46	2.96	6.18	1.88	2.84	0.27	6.35	5.24	4.89	1.23	6.24	6.85	1.89	3.58	9.21	6.83	1.81	4.4	2.32	7.66	5.47	6.96	6.22	9.03	3.02	1
4.01	3.2	5.51	0.0675	5.77	0.684	8.04	4.75	5.77	1.64	6.92	10.9	2.36	2.96	6.8	6.5	2.82	4.42	4.77	6.56	5.19	6.3	4.33	7.17	3.32	1
1.6	1.49	5.29	0.00117	4.46	0.828	9.39	3.19	4.45	2	6.85	10.4	1.13	3.8	7.23	7.39	0.899	4.74	3.94	5.17	4.03	7.07	6.2	6.43	3.47	0
2.75	2.34	6.59	0.323	4.45	-2.09	8.41	5.04	5.3	3.28	6.46	8.22	1.81	4.52	6.95	6.26	2.89	2.78	4.76	7.98	4.41	8.15	4.97	7.05	3.61	1
2.01	3.92	7.79	0.59	3.8	-0.709	5.74	3.39	5.81	0.612	6.02	9.67	2.46	2.32	8.48	8.62	1.61	3.92	2.78	6.84	4.41	6.77	5.63	8.32	3.38	1
4.94	1.72	5.42	2.07	5.34	1.21	7.48	3.83	6.05	0.506	4.47	7.55	2.35	4.18	7.26	6.9	1.45	2.22	4.06	7.26	5.33	5.84	6.42	8.29	5.27	0
0.335	2.45	5.97	0.634	6.06	-0.0119	6.3	4.51	4.76	2.12	6.09	9.5	2	5.09	6.23	6.16	1.43	4.22	4.67	7.03	3.99	6.78	6.32	7.65	5.1	1
2.88	1.09	4.52	0.574	6.1	0.417	9.15	3.21	6.52	1.31	7.61	6.75	1.23	3.99	9.05	6.3	2.09	5.35	3.75	5.06	6.34	7.19	6.46	7.4	4.76	0
3.71	2.96	5.91	-1.35	3.49	-0.389	9.59	5.03	4.09	2.62	7.12	9.9	2.86	3.83	8.32	5.24	1.93	2.28	3.03	8.17	6.09	8.61	4.68	7.61	3.74	1
2.57	4.66	5.65	1.37	3.73	-1.81	7.62	2.8	4.54	1.55	6.81	10	1.44	4.47	7.29	4.16	0.847	0.836	4.37	7.14	6.53	8.56	4.59	5.92	4.12	1
2.61	3.23	4.93	0.609	4.71	-0.357	6.68	4	4.97	2.2	5.2	9.77	2.5	3.97	7.84	6.92	0.867	2.32	4.87	7.46	5.08	9.16	5.19	8.56	3.44	1
4.85	4.08	7.4	0.00565	4.05	-0.668	9.51	4.03	4.4	1.08	5.14	7.72	1.8	4.6	6.35	6.12	2.44	2.69	5.28	6.6	5.7	6.59	4.41	8.41	2.29	1
2.93	2.35	3.66	-1.1	4.55	-0.714	8.78	2.09	5.15	1.95	7.37	9.51	1.56	3.16	8.31	5.38	3.13	4.02	5.78	7.95	5.8	7.24	5.56	7.53	3.12	0
2.81	1	4.74	0.814	4.92	-0.962	10.1	4.59	3.97	0.0421	6.44	8.95	5.13	5.06	6.91	7.6	1.63	4.23	4.14	6.92	5.11	5.58	5.32	6.41	3.31	0
2.81	0.708	5.36	0.419	4.31	1.09	5.84	3.55	4.92	2.02	7.33	7.19	1.9	5.41	7.48	6.69	1.54	3.19	3.42	5.19	5.15	6.33	4.92	7.16	4.55	0
